Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ94,14.658195208950001,Low Fat,0.14389248220170595,Dairy,240.77497116309837,OUT047,2002,nan,Tier 2,Grocery Store,982.9391428704155
FDN82,6.2316714730394605,Regular,0.00940266784161843,Meat,119.22506740613994,OUT049,1985,Small,Tier 1,Supermarket Type2,2221.8372105964577
FDN10,6.209337821665072,LF,0.12523622408601143,Dairy,145.78294503422617,OUT034,2009,Small,Tier 3,Supermarket Type3,1454.147986211778
FDS54,,Low Fat,0.06109209424693314,Snack Foods,105.63794548205576,OUT044,1997,nan,Tier 1,Supermarket Type1,1576.9289549157872
FDM13,9.756652644917338,Low Fat,0.13913372013852565,Dairy,182.45264806686785,OUT014,1997,Medium,Tier 1,Supermarket Type1,2996.0518829774965
FDA41,6.473071777319607,low fat,0.2076081908285599,Household,258.85718175138817,OUT016,1997,Medium,Tier 2,Supermarket Type2,4148.397477434027
FDB81,14.584713394406105,Low Fat,0.12351636928422659,Frozen Foods,35.86811623889702,OUT032,2004,Small,Tier 1,Supermarket Type1,856.551082339483
FDG35,14.978380452644258,Low Fat,0.07886789564384174,Fruits and Vegetables,236.96504138163334,OUT034,2007,Small,Tier 1,Supermarket Type3,5875.2667947226355
FDZ43,15.37607712189901,Low Fat,0.027603969073093877,Household,30.902993107531042,OUT010,1987,Medium,Tier 1,Supermarket Type3,918.2586211555596
FDV12,9.27843244572066,Low Fat,0.11652356807045498,Frozen Foods,113.77241266362854,OUT031,1985,nan,Tier 3,Supermarket Type3,3102.046600107132
FDR21,5.2417709474316005,LF,0.1347230341159103,Frozen Foods,68.7795654465883,OUT013,1999,Small,Tier 1,Supermarket Type3,1127.6974967592244
FDA63,20.44024591127155,Regular,0.047314561291479505,Baking Goods,204.1886095546868,OUT037,2007,nan,Tier 2,Supermarket Type2,3651.0085874013093
FDL14,9.01428873105764,Regular,0.07510782033132044,Meat,41.6404933741499,OUT023,1997,Small,Tier 3,Supermarket Type2,394.5754559513617
FDY26,15.81642060884076,reg,0.3281461476821877,Frozen Foods,157.30153932439543,OUT042,2002,Medium,Tier 2,Supermarket Type1,2938.000361056601
FDP56,,Low Fat,0.0463100842197025,Household,97.8330107844219,OUT013,1997,Small,Tier 3,Grocery Store,437.2351195075405
FDW88,14.760118673271771,Low Fat,0.26615721624165867,Baking Goods,60.74415723888149,OUT020,2002,Medium,Tier 3,Supermarket Type1,1020.2376112678824
FDE94,10.006518307418371,Low Fat,0.06230679517096723,Soft Drinks,207.51818878360737,OUT048,1998,Small,Tier 3,Grocery Store,1066.1524636242264
FDN75,9.337540060225052,Low Fat,0.045371709239998476,Fruits and Vegetables,80.00587187870904,OUT041,2004,Small,Tier 2,Supermarket Type3,2930.0196731820324
FDK60,14.56269252324325,Low Fat,0.13962195695910296,Dairy,81.44529877263594,OUT013,1985,nan,Tier 1,Supermarket Type1,1241.9600032237595
FDG47,18.857530137787066,LF,0.017272339776273262,Household,93.26766058172228,OUT010,1985,High,Tier 3,Supermarket Type1,1507.0812850748657
FDB47,20.147739662774327,Regular,0.15204674539763352,Household,164.9563556804463,OUT035,1999,High,Tier 2,Supermarket Type1,1182.889179491963
FDR91,6.694492870460122,Low Fat,0.036923674142571326,Dairy,181.7231642888721,OUT042,2009,Small,Tier 3,Grocery Store,687.3558522935377
FDO60,7.477257801563518,Regular,0.022839392655499918,Dairy,34.04858045130934,OUT026,1999,nan,Tier 1,Grocery Store,73.43640234280643
FDB61,20.115780140529274,Regular,0.3058401205251245,Meat,85.63001630617177,OUT036,1998,Medium,Tier 3,Supermarket Type2,1081.7705964908314
FDY47,16.78456365335668,LF,0.05564338625870163,Household,129.12329377621506,OUT014,2007,nan,Tier 2,Grocery Store,480.87306640437487
FDA97,19.12790119727637,low fat,0.06192119282260736,Household,106.35469899708362,OUT016,1999,Small,Tier 3,Supermarket Type1,1199.642197281528
FDO39,8.24212214616549,Regular,0.24261094126950114,Snack Foods,233.3592514575038,OUT034,1985,Small,Tier 2,Supermarket Type2,2983.6458849060255
FDW60,,Regular,0.12249441922125416,Frozen Foods,211.17300810387633,OUT017,2004,nan,Tier 1,Supermarket Type2,3430.276175385766
FDQ14,16.21823351067958,Regular,0.17584061244038454,Soft Drinks,173.95474957393031,OUT043,1998,Medium,Tier 1,Supermarket Type1,1714.1858164680293
FDD19,15.881790167151562,Regular,0.08972482621472667,Snack Foods,107.74975567931915,OUT013,1999,nan,Tier 3,Supermarket Type1,1070.7391053673223
FDX26,11.53042705386717,Low Fat,0.13962395726967688,Baking Goods,191.15463931461676,OUT021,2002,Medium,Tier 1,Grocery Store,865.1688725855578
FDJ26,5.246318267060936,Low Fat,0.04041532137355778,Soft Drinks,224.0367429545327,OUT040,2004,Medium,Tier 2,Supermarket Type3,5768.096584975855
FDT97,14.32681690886821,Regular,0.11441578892021732,Snack Foods,166.81098679256695,OUT020,1987,nan,Tier 3,Supermarket Type2,2037.0781450157492
FDE43,9.04962462687374,Low Fat,0.09450749516381846,Household,210.4261373854772,OUT046,1985,High,Tier 2,Supermarket Type3,5522.365940504218
FDF62,,Low Fat,0.06138023366050612,Soft Drinks,202.294141121942,OUT045,1997,High,Tier 3,Supermarket Type1,1668.4915427130115
FDB86,20.321296241341077,Regular,0.12000431173501108,Household,161.4995815668741,OUT031,1985,Small,Tier 2,Supermarket Type3,3635.340135603128
FDK52,11.384565082278955,Low Fat,0.1132328498091075,Fruits and Vegetables,101.80213986894752,OUT010,1998,Small,Tier 3,Supermarket Type1,1680.0774931418512
FDP84,,Regular,0.06499331293208627,Meat,201.5298963402925,OUT013,2002,Small,Tier 2,Supermarket Type1,2528.7951840634073
FDS32,8.016649691988018,Regular,0.020500639417767388,Soft Drinks,77.56316426224949,OUT045,1999,Medium,Tier 2,Supermarket Type1,508.50554748056027
FDW89,15.759367968400461,reg,0.14005536752040718,Household,209.28231968845276,OUT017,1998,nan,Tier 3,Grocery Store,960.774811902375
FDK25,20.632111271023096,Low Fat,0.03586946947302887,Soft Drinks,215.0457391927826,OUT034,2004,Medium,Tier 2,Supermarket Type1,3207.83692422036
FDH13,6.630289613966989,Low Fat,0.04357886073211032,Frozen Foods,219.09332230118582,OUT037,2002,Medium,Tier 1,Supermarket Type1,2880.633960282748
FDH13,5.133119075635072,Regular,0.05630454703690058,Frozen Foods,138.77067332504527,OUT047,1997,nan,Tier 2,Supermarket Type1,1937.1718529041948
FDX34,11.93732468212183,low fat,0.1804015947248576,Baking Goods,74.27057658719698,OUT045,2009,Small,Tier 3,Supermarket Type1,813.117293637149
FDC76,6.482007728821875,reg,0.0,Meat,52.93642801519581,OUT045,1999,nan,Tier 1,Supermarket Type1,1419.4214628437453
FDR70,16.9741495948197,Low Fat,0.04581889762966736,Fruits and Vegetables,200.97308761222257,OUT013,1985,nan,Tier 1,Supermarket Type2,3354.5872291586024
FDZ60,19.632778621576943,Low Fat,0.10826740325993031,Dairy,233.84011844185704,OUT022,2002,Small,Tier 2,Supermarket Type1,3604.4937347199807
FDS30,11.944335563340141,LF,0.05789606989371074,Frozen Foods,179.69282253248852,OUT047,1999,Small,Tier 2,Supermarket Type1,3638.9918318681966
FDE91,,Low Fat,0.05866938415287941,Dairy,63.15681388932501,OUT034,2007,Small,Tier 2,Supermarket Type1,1464.7591200998002
FDJ70,11.950453104105756,Regular,0.023693263457733687,Soft Drinks,245.02618315904203,OUT012,1998,nan,Tier 1,Supermarket Type1,4297.368448446941
FDV30,16.575165085600016,Low Fat,0.013030654564169283,Household,257.4934633440435,OUT041,1985,Small,Tier 1,Supermarket Type1,4652.95077032315
FDF10,,Low Fat,0.09409759173818616,Baking Goods,129.67708028503205,OUT048,1987,High,Tier 1,Supermarket Type2,1867.1540110921594
FDE21,14.431263831755155,Low Fat,0.04361734237555618,Frozen Foods,166.80981653296737,OUT010,2007,Medium,Tier 3,Supermarket Type1,1893.245394469255
FDZ55,14.812666958198065,Low Fat,0.05294799165901873,Meat,208.76255960038128,OUT020,2007,nan,Tier 3,Supermarket Type1,2239.511937747424
FDB58,,Regular,0.09143969931032195,Fruits and Vegetables,199.36965171151027,OUT011,1999,nan,Tier 2,Supermarket Type2,3360.1314318968575
FDN54,8.872353279694035,LF,0.08294427379703202,Fruits and Vegetables,252.59105414469332,OUT014,2002,nan,Tier 3,Supermarket Type1,3305.610953049275
FDI35,16.42484357405003,Low Fat,0.0,Frozen Foods,56.42311094812145,OUT031,1987,Small,Tier 3,Supermarket Type1,2509.7369330438123
FDY56,6.4622637813084225,low fat,0.15225958600937578,Frozen Foods,163.56671921284533,OUT022,2009,Small,Tier 2,Supermarket Type1,2032.3848210333358
FDY95,8.188325383468813,Low Fat,0.019719490487193837,Snack Foods,189.1442265248112,OUT032,2002,Small,Tier 2,Supermarket Type1,2329.7262368532447
FDO65,19.03952074647171,Regular,0.0,Fruits and Vegetables,234.7226375631641,OUT040,2009,Medium,Tier 1,Supermarket Type1,3909.7054879909156
FDK72,16.81957041162506,Low Fat,0.06523181646125585,Dairy,231.04521437517465,OUT044,1997,Medium,Tier 1,Supermarket Type1,3864.8973980573905
FDP70,5.219928864181524,LF,0.10108864814721895,Meat,254.9399525190967,OUT047,2002,nan,Tier 2,Supermarket Type1,4722.558859751477
FDQ35,,Regular,0.08919129708468644,Snack Foods,147.77804440566618,OUT044,1999,nan,Tier 2,Supermarket Type1,2091.8504411717117
FDD10,8.430503727890633,Regular,0.05338388311689803,Dairy,221.07499936704212,OUT022,2009,Small,Tier 3,Supermarket Type2,3896.170638522831
FDH61,,low fat,0.14142844437287067,Soft Drinks,128.27479286928536,OUT016,1985,nan,Tier 3,Supermarket Type3,2764.3575175832984
FDO56,8.960956324478182,Regular,0.06793522949094566,Fruits and Vegetables,127.13219190688741,OUT014,2009,Small,Tier 3,Supermarket Type2,2179.9364427646883
FDX95,6.000420731885532,reg,0.007191329909381871,Meat,88.27012382875758,OUT038,1999,Small,Tier 2,Supermarket Type2,1217.2491122120202
FDN37,12.343048265549125,Regular,0.01938072797882683,Frozen Foods,218.19457601442286,OUT017,1985,nan,Tier 2,Supermarket Type1,4229.866274508613
FDW87,16.723735596578642,LF,0.05245015355923069,Fruits and Vegetables,256.73747433710855,OUT017,2007,nan,Tier 1,Supermarket Type1,4984.871711733791
FDX11,14.707707595478983,Regular,0.03747469078845077,Dairy,88.95859751986931,OUT016,2004,Small,Tier 3,Supermarket Type1,739.478559850876
FDM35,15.765946697569277,Low Fat,0.07187479576789733,Dairy,42.910265244846634,OUT028,2002,nan,Tier 1,Supermarket Type1,1282.1648453620928
FDN68,6.298386856579826,Regular,0.03701026438615515,Dairy,217.57476060637168,OUT048,1987,nan,Tier 2,Supermarket Type2,2798.519089827447
FDX16,20.223851362828597,Low Fat,0.11636103639131931,Fruits and Vegetables,172.6529120829939,OUT032,1999,Small,Tier 3,Grocery Store,951.2434308525118
FDC32,,Regular,0.0,Meat,250.73072412673102,OUT045,1997,Small,Tier 1,Supermarket Type1,4580.971217876463
FDN27,17.8814450959306,Low Fat,0.03254064123016812,Meat,88.01502038769902,OUT041,1987,High,Tier 2,Supermarket Type1,839.3004765078267
FDZ47,18.16774088066828,Regular,0.04530162666923161,Soft Drinks,46.336361340294644,OUT013,1985,nan,Tier 1,Supermarket Type1,83.9365719009337
FDC24,19.92336813012418,Low Fat,0.06849538084375527,Fruits and Vegetables,143.26171999929534,OUT039,2009,Medium,Tier 3,Supermarket Type1,1901.3443901213036
FDY37,13.708063457819163,Low Fat,0.0793833845111856,Soft Drinks,49.65718528198393,OUT048,1987,Small,Tier 1,Supermarket Type1,1328.8233764515871
FDJ48,,Low Fat,0.007348485494925643,Baking Goods,90.21170025362272,OUT014,1985,High,Tier 1,Supermarket Type1,1591.0234541804525
FDY26,14.868537725640659,reg,0.10027666590888747,Soft Drinks,58.9749079884087,OUT012,2004,High,Tier 2,Supermarket Type1,760.4955724132933
FDG95,16.886103898687026,Low Fat,0.010653757817322074,Soft Drinks,81.5504013218181,OUT031,2009,Medium,Tier 3,Supermarket Type2,1583.7842259481472
FDZ53,16.806678293664405,Low Fat,0.05852163884292568,Soft Drinks,54.41327014892013,OUT037,2002,Small,Tier 1,Supermarket Type1,670.2186596057117
FDY26,13.343184386670082,Regular,0.0548505319868929,Frozen Foods,249.39837986827564,OUT031,2007,nan,Tier 2,Supermarket Type1,3806.8590952328864
FDM93,6.095339509337249,Regular,0.0168969428614418,Dairy,94.06942409343917,OUT031,2004,High,Tier 3,Grocery Store,505.0636612831514
FDY77,10.937807014882045,Low Fat,0.056317970665735205,Baking Goods,132.09644477829005,OUT043,2009,nan,Tier 2,Supermarket Type3,3330.319817334847
FDJ76,19.73226573541372,Low Fat,0.062177668682463716,Snack Foods,236.68071575587115,OUT038,2004,nan,Tier 3,Supermarket Type3,6593.177824836624
FDI27,14.351182556118816,Low Fat,0.16305519816877315,Frozen Foods,185.7839652311391,OUT022,2002,nan,Tier 2,Supermarket Type1,2185.625457590811
FDO95,,reg,0.08126259173137816,Soft Drinks,172.1486205292081,OUT016,1985,nan,Tier 2,Supermarket Type1,3055.6158861459658
FDB17,9.301656230115096,Low Fat,0.022863411111206586,Meat,192.27953378299253,OUT019,2009,nan,Tier 2,Supermarket Type1,2414.0349567199423
FDH92,10.895182718665263,Low Fat,0.09105308351219961,Soft Drinks,220.6291191342378,OUT037,1999,High,Tier 1,Supermarket Type1,3106.985811741116
FDJ50,19.32553742645071,Low Fat,0.020320057835424857,Dairy,231.863931605905,OUT013,1987,High,Tier 1,Supermarket Type1,3398.1797206768724
FDE15,15.663408760429371,Low Fat,0.035041214527380286,Frozen Foods,177.8071242529561,OUT041,2007,High,Tier 2,Supermarket Type1,2455.420531388302
FDT35,17.598192428037326,Regular,0.0295138405837301,Household,234.70167317963327,OUT031,1998,High,Tier 3,Supermarket Type2,2848.0450849560025
FDB68,12.269526769082482,Low Fat,0.24805251612200085,Snack Foods,153.14143130785968,OUT029,1997,Small,Tier 2,Supermarket Type1,2071.7425969127553
FDX68,15.083955511298527,Low Fat,0.07406118562424541,Baking Goods,93.77689694173739,OUT029,1985,Medium,Tier 1,Supermarket Type1,1542.8125534127066
FDM79,8.97413773989132,Low Fat,0.08020122297047884,Household,232.41764304328422,OUT015,1999,Small,Tier 3,Supermarket Type2,3419.180634421333
FDE42,16.287373284535782,Low Fat,0.09131263672914244,Household,154.53875030501004,OUT018,1997,Medium,Tier 1,Supermarket Type2,3054.3690196706452
FDU31,11.841621339253397,Low Fat,0.05740827795559073,Baking Goods,238.4116451404639,OUT037,1998,Small,Tier 2,Supermarket Type2,3522.2593122518983
FDU79,12.08072823703593,low fat,0.03808732136478846,Fruits and Vegetables,39.23859720863368,OUT022,2009,nan,Tier 1,Supermarket Type1,596.0204096499707
FDF13,15.389157193230107,Regular,0.017961868959592828,Snack Foods,121.42862285448417,OUT040,2004,Medium,Tier 1,Supermarket Type1,1912.632222407302
FDK71,19.980489943502825,LF,0.1447890391405154,Frozen Foods,247.99515422336768,OUT048,1999,Small,Tier 1,Supermarket Type1,3653.471544195879
FDX64,6.024101545737935,low fat,0.16020925327471447,Snack Foods,87.41952133440964,OUT023,2007,Medium,Tier 2,Grocery Store,465.0492274330884
FDI12,18.19589179755212,Regular,0.04276806219129589,Meat,246.5533365888533,OUT031,2002,Small,Tier 1,Supermarket Type1,3439.2707207444637
FDS40,,Low Fat,0.09997033088045604,Dairy,249.3975660597275,OUT046,1987,nan,Tier 2,Supermarket Type1,3157.9769258925735
FDH45,,Regular,0.3115414961654252,Baking Goods,232.89273227194803,OUT033,2004,Medium,Tier 2,Supermarket Type1,3457.54878359406
FDX15,5.350613260400143,low fat,0.0498305744057666,Frozen Foods,159.6436503714587,OUT017,1985,Medium,Tier 1,Supermarket Type3,3880.514520413139
FDB93,9.816737245349008,Regular,0.042550228242029454,Household,178.79607328854686,OUT024,1997,nan,Tier 3,Supermarket Type1,2763.4777422302896
FDK13,,Regular,0.17060834012375214,Dairy,230.01190964346992,OUT015,1985,Medium,Tier 1,Supermarket Type1,3005.852247783674
FDO15,5.898817237559024,Low Fat,0.012445641500043507,Dairy,208.45632894951243,OUT032,1985,nan,Tier 1,Supermarket Type1,3207.064478122776
FDV60,,low fat,0.08390503705920654,Fruits and Vegetables,174.92158537474467,OUT034,1999,Medium,Tier 1,Supermarket Type3,4444.790453696038
FDY75,19.83377006173484,Regular,0.17121217655219573,Household,255.9196638102616,OUT040,2002,Medium,Tier 3,Supermarket Type2,3940.032974066207
FDO84,6.6862914897248835,reg,0.02752558492812405,Soft Drinks,187.70562635674966,OUT038,1997,Medium,Tier 3,Supermarket Type1,2460.5808463294043
FDH35,17.23105164920807,Low Fat,0.06522930113982452,Dairy,254.36085826298506,OUT032,1997,Small,Tier 2,Supermarket Type1,3853.7442156129496
FDS54,11.554736854015882,Low Fat,0.21393867936731856,Household,43.19934915963087,OUT019,1997,Small,Tier 3,Supermarket Type1,1499.3065938429045
FDL14,15.482779432389409,Low Fat,0.057441115008155366,Snack Foods,61.960885270708864,OUT018,1985,Small,Tier 3,Supermarket Type1,410.4399100080773
FDF35,9.16378556776367,Regular,0.024509842767241535,Dairy,133.83553458011284,OUT022,1999,nan,Tier 1,Supermarket Type1,2555.473348496559
FDV77,7.551876200661733,Low Fat,0.0,Fruits and Vegetables,118.52227600339248,OUT041,1985,High,Tier 2,Grocery Store,196.94528589462175
FDS93,7.567401828339623,Low Fat,0.11279889826464495,Fruits and Vegetables,210.0290135121164,OUT010,1997,Small,Tier 2,Supermarket Type1,2877.8466252567996
FDA29,6.127871130290314,reg,0.09873709680338934,Soft Drinks,66.94122608791686,OUT010,2002,Small,Tier 3,Supermarket Type2,788.9323717488007
FDQ21,7.970347278419888,Low Fat,0.08265192648947536,Fruits and Vegetables,254.50189119564237,OUT046,2002,nan,Tier 3,Supermarket Type2,4358.02817776999
FDO10,15.627510159823492,low fat,0.29456263182209536,Frozen Foods,102.46515131001023,OUT049,1997,Small,Tier 1,Supermarket Type2,2423.278831164683
FDZ23,19.10704978949613,Low Fat,0.04481772298526695,Household,128.65245278023667,OUT027,2009,Medium,Tier 3,Supermarket Type1,2486.086006981465
FDF46,18.02601096945859,low fat,0.06133524861163627,Baking Goods,93.19135746120527,OUT045,2007,Medium,Tier 3,Supermarket Type1,1653.669789166396
FDK86,15.962148957991745,Regular,0.1381877107977288,Fruits and Vegetables,163.25363198510587,OUT040,1997,High,Tier 2,Supermarket Type1,2980.1948998256094
FDK12,,LF,0.07193713683312561,Baking Goods,43.48460109719431,OUT010,1999,Small,Tier 3,Supermarket Type1,23.99221241282703
FDA15,9.626999140735197,LF,0.0,Soft Drinks,64.42582628120323,OUT045,1999,nan,Tier 1,Supermarket Type3,2119.95092054013
FDR19,9.956910005159504,Low Fat,0.25499673619325985,Snack Foods,201.53347178630656,OUT018,1999,Medium,Tier 2,Grocery Store,741.584845781162
FDE32,8.99931114236194,Low Fat,0.0,Meat,72.8951341831049,OUT031,1997,Small,Tier 2,Supermarket Type1,723.8574732886123
FDJ53,13.24009055535557,Low Fat,0.047128614693245155,Dairy,84.16832385803245,OUT037,1999,Medium,Tier 3,Supermarket Type1,1460.362048391799
FDB22,13.568861038074761,Regular,0.12443936683431331,Frozen Foods,212.38591421671268,OUT035,1999,Medium,Tier 1,Supermarket Type3,3851.824681687358
FDH11,10.710175602737763,low fat,0.04492122158952909,Dairy,51.45927102216832,OUT019,1998,Small,Tier 2,Supermarket Type1,1384.8084507768158
FDT74,10.660626539782976,Low Fat,0.03761080207284909,Household,130.6189792372934,OUT012,1998,nan,Tier 1,Supermarket Type1,1960.0026178997105
FDE82,18.2568895664973,Regular,0.0,Soft Drinks,35.30457900936221,OUT011,1987,Small,Tier 1,Supermarket Type1,121.13003834423989
FDQ18,17.62868557311497,Low Fat,0.1077436534885331,Soft Drinks,109.76570184311788,OUT046,2009,nan,Tier 3,Supermarket Type2,2401.276396752094
FDK24,9.92473330689193,low fat,0.04872124919191856,Soft Drinks,190.76572260047354,OUT040,2004,Medium,Tier 1,Supermarket Type3,4095.0253687276213
FDX47,19.62061510197215,reg,0.10255156355138365,Dairy,50.72375433496251,OUT042,1985,Small,Tier 2,Grocery Store,203.7008548951729
FDW44,20.245040272040097,Low Fat,0.03259479411974173,Fruits and Vegetables,234.3169641591148,OUT041,1999,Small,Tier 3,Supermarket Type1,3404.5356321096624
FDQ78,10.227880672480653,Low Fat,0.12817098461007412,Dairy,239.1847798763647,OUT021,1987,Medium,Tier 2,Supermarket Type2,2129.2047119345307
FDL59,10.670799180688878,Low Fat,0.07466962537610843,Dairy,54.14778627878107,OUT012,2002,High,Tier 1,Supermarket Type1,1441.269933614281
FDN84,13.090146454751341,Regular,0.0,Dairy,257.8684603664286,OUT035,2004,nan,Tier 1,Supermarket Type1,3882.041080953867
FDI43,20.057933000538775,Regular,0.3043434201818241,Snack Foods,98.43179728096246,OUT023,1987,High,Tier 3,Supermarket Type1,1553.0464363945246
FDL44,19.021110930276983,Low Fat,0.018420766296541637,Snack Foods,49.34338436026939,OUT021,2002,Medium,Tier 3,Supermarket Type3,1620.9492601662032
FDA49,6.641087401337437,Low Fat,0.047674939402727406,Fruits and Vegetables,31.165436334370323,OUT035,1997,Small,Tier 2,Supermarket Type1,320.648475701479
FDV69,11.28369189234266,Low Fat,0.02852930945562532,Meat,123.9602660256884,OUT025,2009,nan,Tier 2,Supermarket Type1,1298.7072412645675
FDH20,13.85393903599635,Regular,0.10895110835540092,Household,174.85629671240707,OUT017,1998,nan,Tier 1,Supermarket Type1,2157.419502523753
FDI23,13.05011956082464,Regular,0.07562137494077395,Meat,106.40122747776205,OUT037,1997,Medium,Tier 3,Supermarket Type3,3048.909908638695
FDC94,8.101809086990283,Low Fat,0.019995997695867875,Meat,222.44499405916324,OUT016,1997,Small,Tier 1,Supermarket Type2,3330.7277721470405
FDE14,18.741068338690475,Regular,0.11908599150585417,Dairy,194.8194433799615,OUT024,1987,High,Tier 1,Supermarket Type2,3425.252326855081
FDS87,15.831052527949398,Regular,0.11180478214757551,Frozen Foods,110.53715235264751,OUT045,2009,nan,Tier 2,Supermarket Type1,2248.9552501306944
FDZ71,18.406533997628856,Low Fat,0.0756116988102545,Meat,198.89122331997908,OUT017,2007,Medium,Tier 2,Supermarket Type2,3426.979054534834
FDD98,18.740228469591557,Low Fat,0.14144491389712094,Dairy,246.31217950292745,OUT019,1999,Medium,Tier 2,Supermarket Type2,4322.908144582761
FDM51,16.973693658651836,Regular,0.06919544875139881,Dairy,51.41207966489393,OUT024,2009,nan,Tier 3,Supermarket Type3,622.8705464961627
FDY27,,reg,0.12453077738206639,Household,100.40391083625188,OUT027,1987,Small,Tier 2,Supermarket Type1,1807.0318710085417
FDH81,14.768748080246793,Low Fat,0.2738929874446013,Soft Drinks,136.56496599683948,OUT046,2002,Medium,Tier 3,Supermarket Type1,1814.7956334037303
FDG23,7.56584649791589,Low Fat,0.0,Dairy,144.53772938359677,OUT044,2004,Small,Tier 1,Grocery Store,486.27350230765194
FDS47,15.778326679598523,Low Fat,0.1908449501982692,Snack Foods,154.70499832379693,OUT011,2002,Small,Tier 3,Grocery Store,765.3001014048211
FDA32,7.868052091828492,Regular,0.273956468057554,Meat,99.14418850388917,OUT031,1997,nan,Tier 2,Supermarket Type1,1864.259795766518
FDO34,16.103193448162507,Low Fat,0.07455872000673698,Household,183.4697185759403,OUT024,2009,Medium,Tier 3,Supermarket Type1,2579.9185243256206
FDQ75,8.673570572063499,Low Fat,0.120473902739511,Baking Goods,178.36943581186082,OUT046,2007,nan,Tier 3,Supermarket Type3,4049.0270481725247
FDN62,6.88082080240352,Regular,0.1269862583003615,Baking Goods,162.89894644247119,OUT048,2007,Medium,Tier 2,Supermarket Type1,2794.9900015718313
FDH60,7.644551842287319,Regular,0.08821414819795928,Baking Goods,56.16519599350163,OUT045,2007,nan,Tier 2,Supermarket Type1,536.5050739878668
FDG60,5.031874163505124,Low Fat,0.08739597208557326,Meat,139.70261495206722,OUT014,2009,Medium,Tier 1,Supermarket Type1,2500.864184733953
FDF15,16.499833885656486,Low Fat,0.025360644111383373,Soft Drinks,111.93218412255638,OUT024,1985,Small,Tier 3,Supermarket Type1,1225.7434480728482
FDC16,16.718416784934064,Regular,0.06396748381033378,Fruits and Vegetables,142.93884806276822,OUT036,2007,nan,Tier 1,Supermarket Type2,2347.9738648329576
FDS81,13.238933598612151,Low Fat,0.20964416826628807,Frozen Foods,242.02928016845598,OUT025,1987,Small,Tier 1,Supermarket Type1,3025.9289406000344
FDJ73,,Low Fat,0.018763707998558657,Soft Drinks,140.5222089264339,OUT045,1998,Medium,Tier 3,Supermarket Type1,2780.823186361776
FDT24,6.336869400171036,low fat,0.13297735739631608,Frozen Foods,33.21558212308772,OUT047,1985,Medium,Tier 1,Supermarket Type1,840.6803203417819
FDO38,5.306063462996592,Low Fat,0.13047915614940442,Household,130.9324497593501,OUT027,2002,Small,Tier 3,Supermarket Type3,4453.955164023242
FDA36,7.651970831443531,Regular,0.13577439621650716,Soft Drinks,218.74908141135788,OUT044,1985,Small,Tier 1,Grocery Store,844.2113312020152
FDD38,,LF,0.24708275479431263,Baking Goods,209.4140123401787,OUT034,1999,nan,Tier 1,Grocery Store,1042.211915135342
FDF66,8.864589467226908,Low Fat,0.13694681593554262,Soft Drinks,148.07971691148163,OUT031,2009,Medium,Tier 3,Supermarket Type2,2211.5009844325004
FDA36,10.66834123547545,Low Fat,0.019782625310645563,Household,87.44687295764251,OUT040,1985,Medium,Tier 2,Supermarket Type1,578.586579041363
FDW42,6.685527751701331,Regular,0.03789199935515837,Household,136.97039247034536,OUT046,2009,Medium,Tier 3,Grocery Store,632.9380527008341
FDD95,8.557780875970725,low fat,0.04360996802229165,Baking Goods,159.65151046618408,OUT043,1998,Medium,Tier 2,Grocery Store,803.7442672380888
FDB19,13.307593132483282,LF,0.10153906839708429,Snack Foods,259.9704308030508,OUT032,1997,nan,Tier 3,Grocery Store,1465.3923701698202
FDE83,14.724042929530441,Regular,0.0137401571800335,Meat,178.1609607389568,OUT025,2007,nan,Tier 3,Supermarket Type1,2420.1706520924945
FDA47,8.925637026659377,Low Fat,0.17136032964406236,Frozen Foods,189.6809339144011,OUT015,2002,Small,Tier 2,Supermarket Type1,3082.421825216127
FDM40,5.923714547601875,Regular,0.03431240944890049,Dairy,143.03445302065194,OUT024,2004,High,Tier 2,Supermarket Type2,2298.9399149532055
FDO97,11.256525906038378,Low Fat,0.04845615342768227,Fruits and Vegetables,111.53259667998186,OUT027,2009,Medium,Tier 3,Supermarket Type1,1585.9992445616663
FDT65,8.747253934821346,Low Fat,0.09004592009836082,Fruits and Vegetables,216.97918623885738,OUT047,1999,Medium,Tier 3,Supermarket Type1,3204.5684370900008
FDO38,8.512862771676831,Low Fat,0.04700240302755569,Baking Goods,143.8344345980243,OUT022,1987,Medium,Tier 3,Supermarket Type2,2530.7660021614674
FDH14,20.357804843415284,Low Fat,0.15949945165952087,Snack Foods,258.7787298918408,OUT033,1997,Medium,Tier 2,Supermarket Type1,3831.3710742539793
FDO77,,Regular,0.028388554922513253,Fruits and Vegetables,135.13773208165014,OUT022,1997,Small,Tier 3,Grocery Store,572.8344328871764
FDL54,13.910055090753534,Low Fat,0.027391277166993678,Soft Drinks,45.640065238942796,OUT010,1998,Medium,Tier 2,Supermarket Type1,431.29039430782905
FDB36,11.65240165637315,Low Fat,0.15733920362843057,Household,186.99297153071905,OUT045,2004,Small,Tier 1,Supermarket Type2,2054.1427587523294
